,id,event,source,text,lang,lang_conf,class_label
3675,382836486011224064,2013_pakistan_earthquake,crisisnlp-cf,RT @RadioPakistan: 285 people were killed in #Awaran while 43 were killed in Kech district due to massive earthquake http://t.co/Vx9Wgw005c,en,1.0,informative
3676,591902890114949120,2015_nepal_earthquake,crisisnlp-cf,RT @UNDP: Thousands of ppl in ##Nepal spent their first night under open skies with fears: http://t.co/JpLGALb3xH #NepalQuake http://t.co/G‰Û_,en,,informative
3680,575787576952365056,2015_vanuatu_cyclone,crisisnlp-cf,The perfect opportunity to put the USN/USMC Sea Base to the test. Super Typhoon Pam‰Û_ http://t.co/KUOZZoZTul,en,,informative
3686,503643063450083328,2014_california_earthquake,crisisnlp-cf,RT @stormchaser4850: UPDATE: 170+ people treated for injuries in aftermath of strong #California #earthquake http://t.co/hY1I7ToEur http://â€¦,en,,informative
3688,503644749790584833,2014_california_earthquake,crisisnlp-cf,A true tragedy #lagunitas #beer #napa #earthquake #alwayssunnyincalifornia http://t.co/iiLkCY66tg,en,,informative
3696,591903135234297856,2015_nepal_earthquake,crisisnlp-cf,"RT @kundadixit: #NepalQuake Day 3 Update Aftershocks subside, but huge need for rescue, relief. http://t.co/EroGtuYnBh http://t.co/vlIogfoQ‰Û_",en,,informative
3701,503645371340312576,2014_california_earthquake,crisisnlp-cf,About 120 people were injured after a 6.0-magnitude #earthquake hit N. #California yesterday. http://t.co/TsI83D2tbO http://t.co/8BUNCMu81v,en,,informative
3704,591902701711065088,2015_nepal_earthquake,crisisnlp-cf,RFI Khmer Radio - nepal earthquake 5days after: http://t.co/CdohnitX2f via @YouTube,en,,informative
3708,382827149977079808,2013_pakistan_earthquake,crisisnlp-cf,"RT @GFarooqi: Just returned from #Awaran Severely miserable condition of Earth Quake victims. No water, no food, no tents, no medical stillâ€¦",en,1.0,informative
3717,451189113975480320,2014_chile_earthquake,crisisnlp-cf,RT @CCTV_America: #Chile's emergency office: #Earthquake has caused landslides which are partially blocking some roads and highways. http:/äó_,en,1.0,informative
3727,451188724769239040,2014_chile_earthquake,crisisnlp-cf,For those who don't know chile is getting a 5.0 earthquake every 10 or so minutes along with 2 6.0 and the 8.1 http://t.co/ABq1Uwt06s,en,1.0,informative
3731,498501209389424642,2014_india_floods,crisisnlp-cf,"Nepal and India trying to cope with fallout from monsoon flooding, landslides http://t.co/NWLufpBAZR",en,1.0,informative
3734,503645155120144384,2014_california_earthquake,crisisnlp-cf,RT @spillthwinegirl: Winemakers mop up after Napa earthquake http://t.co/1ojOLLXL3G #Napa #wine #napaquake,en,,not_informative
3736,451189503101640704,2014_chile_earthquake,crisisnlp-cf,"RT @CBSEveningNews: Massive Chile earthquake leaves remarkably little damage, @vicentecbs reports: http://t.co/fjCOQKGA0b",en,1.0,informative
3737,503644676289617920,2014_california_earthquake,crisisnlp-cf,"RT @EcoWatch: Earthquake, Drought and Wildfires Ravage California http://t.co/pW5lMn5W2o @globalactplan @EUClimateAction @ukycc",en,,informative
3739,591903067982974976,2015_nepal_earthquake,crisisnlp-cf,Photoset: brophanbuscus: A 7.9 magnitude earthquake has hit Nepal. It‰Ûªs sad to see that it‰Ûªs not all over... http://t.co/H7vsBicdiD,en,,informative
3745,591903257053691904,2015_nepal_earthquake,crisisnlp-cf,"RT @ymi_today: Lord, please shower your love, comfort and protection on those in Nepal through this difficult period. #PrayForNepal http://‰Û_",en,,informative
3753,451188432669114370,2014_chile_earthquake,crisisnlp-cf,Small tsunami waves hit California following Chile earthquake http://t.co/JnIdtJ70Jm,en,1.0,informative
3756,575761400808656896,2015_vanuatu_cyclone,crisisnlp-cf,RT @UNOCHA: #TCPam - 1 of strongest storms in Sth Pacific in years - left trail of destruction in #Vanuatu (Photos:@UNICEF) http://t.co/qs1‰Û_,en,,informative
3758,575800006831030272,2015_vanuatu_cyclone,crisisnlp-cf,RT @1DInfectionMNL: I am ABSOLUTELY SPEECHLESS by their performance. I can't even. What is this life.... I AM SO NAKDWKDKWMSPAMSIAL -Pam,en,,not_informative
3760,591903354252439553,2015_nepal_earthquake,crisisnlp-cf,Dear Photographers: Please Don‰Ûªt Get On A Plane To Nepal http://t.co/whae1LTvJr #photography #arts,en,,informative
3761,382822450658308096,2013_pakistan_earthquake,crisisnlp-cf,RT @pakaffairspk: #terrorism Deadly attacks spell gloom for Taliban talks: *PESHAWAR (AFP) - Three weeks afte... http://t.co/pbtZb5uLhI #paâ€¦,en,1.0,not_informative
3762,575759736475271168,2015_vanuatu_cyclone,crisisnlp-cf,@Lilly_M_Pinto I dnt think we have a military presence in #Vanuatu,en,,informative
3765,498499331989975040,2014_india_floods,crisisnlp-cf,Latest : Tidal Surge Slows Down Flood Water Discharge - The New Indian Express: The New Indian Exp... http://t.co/XccHwLcfS7 #IndianNews,en,1.0,informative
3769,575740513795473408,2015_vanuatu_cyclone,crisisnlp-cf,"RT @Oxfam: People of #Vanuatu are going to need a lot of help to rebuild their homes and their lives, #CyclonePam http://t.co/g5UMHtL211",en,,informative
3772,503644369497645057,2014_california_earthquake,crisisnlp-cf,US California Wine Country Earthquake Injures Dozens:... http://t.co/MIEPiCqzea #Slice_of_Life #US_News #California #earthquake #Napa,en,,informative
3774,591902977192906752,2015_nepal_earthquake,crisisnlp-cf,"RT @EllenBarryNYT: Death toll in Nepal quake now 686 and climbing, of which 500 were in the valley around Katmandu, per Home Ministry. http‰Û_",en,,informative
3778,451190376443805696,2014_chile_earthquake,crisisnlp-cf,RT @_krystalserrano: #PrayForChile ä__ôÍ» glad to know that my family over there is doing well.,en,1.0,informative
3782,591902702583459841,2015_nepal_earthquake,crisisnlp-cf,"RT @AP: BREAKING: Nepal police official says at least 1,910 have died, including 721 in Kathmandu, in the quake",en,,informative
3784,591902761354076160,2015_nepal_earthquake,crisisnlp-cf,RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu,en,,informative
3785,451190408819642368,2014_chile_earthquake,crisisnlp-cf,Dont worry. Everything its gonna be alright,en,1.0,not_informative
3787,451188175671918592,2014_chile_earthquake,crisisnlp-cf,"RT @robbiy_sirait: My prayers to all people in chile. We are friends or family, you're not alone guys #PrayForChile",en,1.0,informative
3793,575796586715955202,2015_vanuatu_cyclone,crisisnlp-cf,dropkick murphys fire and brimstone red 7 cyclone rare 100 cyr103 boston punk http://t.co/SL1fg8opIq http://t.co/TSOgJGU1pE,en,,informative
3794,451190241605341185,2014_chile_earthquake,crisisnlp-cf,I have family in Chile that is stuck in the midst of this awful earthquake. Please keep them in your prayers.,en,1.0,informative
3798,591903215077068800,2015_nepal_earthquake,crisisnlp-cf,"RT @AwraqPublishing: #NepalQuake latest: Nepalese dig for survivors as toll exceeds 2,200 http://t.co/LYjotM93Kh",en,,informative
3799,451187879742431232,2014_chile_earthquake,crisisnlp-cf,"RT @News1130radio: BREAKING Tsunami warnings now cancelled for Chile and Peru, 5 people are confirmed dead after the earthquake",en,1.0,informative
3800,503644384563568640,2014_california_earthquake,crisisnlp-cf,"Northern California Hit By Strongest Earthquake In 25 Years, More Than 100 Injuries Reported http://t.co/4RqBmrXSJH",en,,informative
3802,591903293141430272,2015_nepal_earthquake,crisisnlp-cf,"Good morning friends. Busy day at work today. Just to remind that the people of Nepal are in need of your help, pl help generously.",en,,informative
3805,382817968205205504,2013_pakistan_earthquake,crisisnlp-cf,RT @sanaaaaaaak: #Balochistan May Allah help you. May there be peace in your hearts and territory. Please remain a part of #Pakistan. We waâ€¦,en,1.0,informative
3807,591903222240948224,2015_nepal_earthquake,crisisnlp-cf,RT @anamika00977: He prayed for his life before it ended. #NepalEarthquake  #PrayForNepal http://t.co/j7YrUlNhmg,en,,informative
3810,591903255073988608,2015_nepal_earthquake,crisisnlp-cf,Thoughts and prayers going out to residents of Kathmandu and those affected by the quake in Nepal today.,en,,informative
3813,382825080499470336,2013_pakistan_earthquake,crisisnlp-cf,Ch. Nisar: #Pakistan Army playing vital role to provide #Balochistan #earthquake victims relief.,en,1.0,informative
3815,591903339157135360,2015_nepal_earthquake,crisisnlp-cf,Earth Quake in nepal http://t.co/huvQyrEbjH,en,,informative
3820,575800470427602944,2015_vanuatu_cyclone,crisisnlp-cf,RT @pandible: Don't forget the costs of #naturaldisaster aftermaths (eg #CyclonePam) - Prof Lesley Hughes &amp; @McKenzieAmanda #IDEA15 http://‰Û_,en,,informative
3823,451188709996523520,2014_chile_earthquake,crisisnlp-cf,"RT @ryanvaughan: 7.8 Earthquake in Chile is once again detected on Little Rock, Arkansas. Seismograph here: http://t.co/xWTq0tx1ps",en,1.0,informative
3826,503645367934918656,2014_california_earthquake,crisisnlp-cf,NEWS CONFERENCE: City officials assess damage following Napa quake: City officials assess damage following Napa... http://t.co/N0PmF8EhLj,en,,informative
3827,382819416959758338,2013_pakistan_earthquake,crisisnlp-cf,RT @MuhammadSaifB: #Balochistan @AFP VIDEO: Tens of thousands of survivors of Pakistans earthquake wait for help in soaring temperatures htâ€¦,en,0.9865370988845824,informative
3828,591902835853361152,2015_nepal_earthquake,crisisnlp-cf,RT @eNCAnews: SA relief team en route to Nepal &gt;&gt; http://t.co/yFbHKLB6rg by @Bianca_ZAR #NepalEarthquake http://t.co/FGhagHVstE,en,,informative
3830,382824142942134272,2013_pakistan_earthquake,crisisnlp-cf,"5.5 - NEAR ISLANDS, ALEUTIAN ISLANDS, ALASKA http://t.co/1fjhZ4VuLC #Earthquake #usgs",en,1.0,informative
3831,451190285536464897,2014_chile_earthquake,crisisnlp-cf,RT @AnneV: My heart is with all those affected by the enormous #earthquake in #Chile. Thinking and praying for you all. Xo,en,1.0,informative
3835,503643739836133376,2014_california_earthquake,crisisnlp-cf,"RT @WillKane: Enormous pile of furniture, electronics damaged by quake left in Napa High School parking lot. http://t.co/F71Zl5mxYP",en,,informative
3840,498515177860767744,2014_india_floods,crisisnlp-cf,@MoHFW_INDIA kindly request 2 look into demands of rs1200 being made by ASHA  volunteers in Rourkela odisha.Can give details @drharshvardhan,en,1.0,informative
3842,451188446082506752,2014_chile_earthquake,crisisnlp-cf,Nasa chille si papa :o I hope his alright :( #PrayForChile :'( :'( :'(,en,0.7089388370513916,informative
3844,591902747039035392,2015_nepal_earthquake,crisisnlp-cf,"RT @TheAtlanticFOTO: Nepal After the Earthquake - 27 photos, immediate aftermath of the devastating 7.8 quake: http://t.co/pbM9UKxppw http:‰Û_",en,,informative
3850,591902980892307457,2015_nepal_earthquake,crisisnlp-cf,RT @YahooNews: Miracle rescue sees baby pulled safely from quake rubble in Nepal http://t.co/jH7YPDcmci By @CEDickson http://t.co/xsdd0717nF,en,,informative
3854,451189262658981888,2014_chile_earthquake,crisisnlp-cf,Chile Hit By Second Powerful Earthquake http://t.co/uBd5UVeOOy,en,1.0,informative
3860,451188767861518336,2014_chile_earthquake,crisisnlp-cf,"RT @FoxNews: UPDATE: 7.8-magnitude aftershock strikes off coast of #Chile, USGS says http://t.co/H0LPdf78p3",en,1.0,informative
3865,451188298166579200,2014_chile_earthquake,crisisnlp-cf,"RT @isigntitties: remember, when there's a will, there's a way. Stay positive and you'll get through it. #PrayForChile",en,1.0,informative
3866,451188890469019648,2014_chile_earthquake,crisisnlp-cf,ADRA part of relief efforts following earthquake in Chile http://t.co/a7nyL4Tjhe via @adventistnews,en,1.0,informative
3867,498499524025778176,2014_india_floods,crisisnlp-cf,Dumbass. You just got her indian lover shot dead and now her american lover is tied up.,en,1.0,not_informative
3875,575769182777663488,2015_vanuatu_cyclone,crisisnlp-cf,Vanuatu #CNN Three Dog Night keyboardist Jimmy Greenspoon dies  http://t.co/zV3jtiWVN2,en,,informative
3882,591902858305343488,2015_nepal_earthquake,crisisnlp-cf,"http://t.co/WYDc8qVXNe. leading Eng news paper of Nepal.Positive attitude-After the darkness,there will be light.",en,,informative
3886,591903098035052544,2015_nepal_earthquake,crisisnlp-cf,The fact that Bruce Jenner is trending more than the #FreddieGray protests and the Nepal earthquake is what's wrong with this world.,en,,informative
3897,591903043739750400,2015_nepal_earthquake,crisisnlp-cf,@NikkiReiners we should ask Nepal for help.,en,,informative
3900,382823945667215360,2013_pakistan_earthquake,crisisnlp-cf,"RT @janbaloch45: 90 percent of #Awaran,after Earthquake destroyed-death toll above 1000 - Shelter, Food and Medicine needed .@secgen http:/â€¦",en,1.0,informative
3903,503643543164829696,2014_california_earthquake,crisisnlp-cf,RT @dev_jac: My first thought when reading about the earthquake on California:  http://t.co/FGEAhqXGZq http://t.co/8xKxZ4TmvS,en,,informative
3909,451188568493285378,2014_chile_earthquake,crisisnlp-cf,Let us #PrayForChile. May Allah give them strength to face this calamity and return back to the straight path. http://t.co/pJhlXri2fQ,en,1.0,informative
3917,382814490053451776,2013_pakistan_earthquake,crisisnlp-cf,"13 killed as #bomb #explodes in #Pakistan near #bus with government employees, Pakistani police official says - AP",en,1.0,informative
3922,451188711955648512,2014_chile_earthquake,crisisnlp-cf,Second strong earthquake hits Chile http://t.co/M3eulUKgFO $GLCNF $GLNCY $AAUKF $AAUKY,en,1.0,informative
3925,451189342627590145,2014_chile_earthquake,crisisnlp-cf,RT @cnnbrk: Chile earthquake: At least 4 aftershocks of magnitude 5.0 and higher have been reported. http://t.co/kaWDyWyKtF,en,1.0,informative
3929,451190035673808896,2014_chile_earthquake,crisisnlp-cf,RT @BLCKMSSH: #PRAYFORCHILE AND PRAY FOR THE CENA FAMILY #RIPJOHNCENA http://t.co/wc5Fjehvzg,en,1.0,informative
3931,575745613674909696,2015_vanuatu_cyclone,crisisnlp-cf,"RT @verbscape: please, if you can spare anything, if you haven‰Ûªt yet: NZRC Pacific Disaster Fund https://t.co/9bhiG70XPL or UNICEF https://‰Û_",en,,informative
3940,575784635424182272,2015_vanuatu_cyclone,crisisnlp-cf,"First up, Pam Hendrickson from Riverside Companies",en,,not_informative
3946,591902996843364352,2015_nepal_earthquake,crisisnlp-cf,RT @tw_bhav: 6 boxes of mineral water bottles available. Anyone needs please call . In Ktm valley +977  9801072572 #Kathmandu #NepalQuakeRe‰Û_,en,,informative
3947,591903118213849090,2015_nepal_earthquake,crisisnlp-cf,There are miracles everyday! #proudofindianforces https://t.co/9gIPGyY8Rx,en,,informative
3951,451188596091805696,2014_chile_earthquake,crisisnlp-cf,RT @RANews: #japan not expecting damage from #chile #quake #tsunami - asking Pacific coast residents to leave immediately,en,1.0,informative
3953,503644361213505536,2014_california_earthquake,crisisnlp-cf,RT @ABC7NY: EWN AT 6: Northern California was rattled by the biggest earthquake in 25 years. Weâ€™ll have LIVE report from Napa http://t.co/vâ€¦,en,,informative
3956,591903097162600449,2015_nepal_earthquake,crisisnlp-cf,RT @shandiponidey: Horrifying than a Scifi movie #NepalEarthquake #earthquake  Pray for the victims . http://t.co/18dQCBrDtT,en,,informative
3958,591902724339290112,2015_nepal_earthquake,crisisnlp-cf,RT @_KimHoHo_: #PrayForNepal  God Please give them strength ‡__F‡__F   I hope everyone will be fine..,en,,informative
3962,498502024028495872,2014_india_floods,crisisnlp-cf,#Pakistan N &amp; Views: Many dead in Nepal and India floods: At least 160 people are reported to ha... http://t.co/QppeyTZMmY #SohailThinks,en,1.0,informative
3963,591902746283876352,2015_nepal_earthquake,crisisnlp-cf,RT @WhirlingDervesh: Let us all pray that Mother Nature spares lives and does not cause further destruction in Nepal.,en,,informative
3964,575741347417563136,2015_vanuatu_cyclone,crisisnlp-cf,Can corporate employees help entrepreneurs? http://t.co/PsLDgZrheZ #entrepreneur #business #career #succes,en,,not_informative
3970,382834893752778754,2013_pakistan_earthquake,crisisnlp-cf,Reuters: Death toll from #Pakistan quake reaches 327 - officials,en,1.0,informative
3971,591903081786281984,2015_nepal_earthquake,crisisnlp-cf,Crossing all Heights of Being Inhumane &amp; Shameful! https://t.co/JMAOFYNDET,en,,not_informative
3973,591903400108818432,2015_nepal_earthquake,crisisnlp-cf,@pinedaj87 Write to: NepalEmergencyUSC@state.gov  for questions on U.S. citizens affected #NepalQuake. Or call: 18884074747 or +12025014444,en,,informative
